Entity,Code,Day,total_vaccinations
Denmark,DNK,2021-03-27,1045347
Denmark,DNK,2021-03-28,1058973
Denmark,DNK,2021-03-29,1083200
Denmark,DNK,2021-03-30,1110972
Denmark,DNK,2021-03-31,1133956
Denmark,DNK,2021-04-01,1145111
Denmark,DNK,2021-04-02,1157055
Denmark,DNK,2021-04-03,1171368
Denmark,DNK,2021-04-04,1184853
Denmark,DNK,2021-04-05,1198460
Denmark,DNK,2021-04-06,1220629
Denmark,DNK,2021-04-07,1245536
Denmark,DNK,2021-04-08,1267829
Denmark,DNK,2021-04-09,1293012
Denmark,DNK,2021-04-10,1315131
Denmark,DNK,2021-04-11,1333840
Denmark,DNK,2021-04-12,1439340
Denmark,DNK,2021-04-13,1464013
Denmark,DNK,2021-04-14,1486351
Dominica,DMA,2021-02-11,0
Dominica,DMA,2021-02-23,2465
Dominica,DMA,2021-02-25,4811
Dominica,DMA,2021-03-01,7202
Dominica,DMA,2021-03-02,8238
Dominica,DMA,2021-03-03,9464
Dominica,DMA,2021-03-04,10476
Dominica,DMA,2021-03-05,11368
Dominica,DMA,2021-03-08,12275
Dominica,DMA,2021-03-10,13135
Dominica,DMA,2021-03-11,13565
Dominica,DMA,2021-03-22,15304
Dominica,DMA,2021-03-25,16058
Dominica,DMA,2021-03-31,17674
Dominica,DMA,2021-04-01,18112
Dominican Republic,DOM,2021-02-15,0
Dominican Republic,DOM,2021-02-16,385
Dominican Republic,DOM,2021-02-17,1379
Dominican Republic,DOM,2021-02-18,5328
Dominican Republic,DOM,2021-02-19,10200
Dominican Republic,DOM,2021-02-20,13087
Dominican Republic,DOM,2021-02-21,14264
Dominican Republic,DOM,2021-02-24,26400
Dominican Republic,DOM,2021-03-01,60000
Dominican Republic,DOM,2021-03-02,105000
Dominican Republic,DOM,2021-03-03,161827
Dominican Republic,DOM,2021-03-04,227719
Dominican Republic,DOM,2021-03-05,303490
Dominican Republic,DOM,2021-03-06,375265
Dominican Republic,DOM,2021-03-08,400041
Dominican Republic,DOM,2021-03-09,480237
Dominican Republic,DOM,2021-03-10,547091
Dominican Republic,DOM,2021-03-11,606006
Dominican Republic,DOM,2021-03-15,675000
Dominican Republic,DOM,2021-03-23,800000
Dominican Republic,DOM,2021-03-30,910869
Dominican Republic,DOM,2021-04-14,1509898
Ecuador,ECU,2021-01-21,0
Ecuador,ECU,2021-01-22,108
Ecuador,ECU,2021-01-27,2982
Ecuador,ECU,2021-02-04,6228
Ecuador,ECU,2021-02-17,8190
Ecuador,ECU,2021-02-24,24492
Ecuador,ECU,2021-03-01,42114
Ecuador,ECU,2021-03-04,59316
Ecuador,ECU,2021-03-05,71148
Ecuador,ECU,2021-03-08,74472
Ecuador,ECU,2021-03-09,75258
Ecuador,ECU,2021-03-11,95915
Ecuador,ECU,2021-03-12,123176
Ecuador,ECU,2021-03-13,139359
Ecuador,ECU,2021-03-15,141191
Ecuador,ECU,2021-03-21,178970
Ecuador,ECU,2021-03-23,182261
Ecuador,ECU,2021-03-24,191179
Ecuador,ECU,2021-03-26,230770
Ecuador,ECU,2021-03-27,235000
Ecuador,ECU,2021-03-29,244866
Ecuador,ECU,2021-04-01,283106
Ecuador,ECU,2021-04-04,301069
Ecuador,ECU,2021-04-05,335093
Ecuador,ECU,2021-04-06,356783
Ecuador,ECU,2021-04-08,363255
Ecuador,ECU,2021-04-10,457460
Egypt,EGY,2021-01-24,0
Egypt,EGY,2021-01-30,1315
Egypt,EGY,2021-03-27,164534
El Salvador,SLV,2021-02-17,0
El Salvador,SLV,2021-02-22,6000
El Salvador,SLV,2021-02-25,16000
El Salvador,SLV,2021-03-14,25000
El Salvador,SLV,2021-03-17,36000
El Salvador,SLV,2021-03-18,41512
El Salvador,SLV,2021-03-21,49000
El Salvador,SLV,2021-03-28,70000
El Salvador,SLV,2021-03-31,99855
El Salvador,SLV,2021-04-01,120476
El Salvador,SLV,2021-04-02,133330
El Salvador,SLV,2021-04-07,160000
El Salvador,SLV,2021-04-09,180000
El Salvador,SLV,2021-04-11,200000
El Salvador,SLV,2021-04-12,264159
El Salvador,SLV,2021-04-13,310793
El Salvador,SLV,2021-04-14,361474
El Salvador,SLV,2021-04-15,410810
England,,2021-01-03,1193335
England,,2021-01-10,2333764
England,,2021-01-11,2474205
England,,2021-01-12,2661850
England,,2021-01-13,2910027
England,,2021-01-14,3189674
England,,2021-01-15,3514385
England,,2021-01-16,3791594
England,,2021-01-17,3947442
England,,2021-01-18,4118342
England,,2021-01-19,4419704
England,,2021-01-20,4740578
England,,2021-01-21,5100475
England,,2021-01-22,5526071
England,,2021-01-23,5970175
England,,2021-01-24,6169377
England,,2021-01-25,6405554
England,,2021-01-26,6665861
England,,2021-01-27,6918853
England,,2021-01-28,7263317
England,,2021-01-29,7701203
England,,2021-01-30,8251146
England,,2021-01-31,8543262
England,,2021-02-01,8825371
England,,2021-02-02,9126930
England,,2021-02-03,9508006
England,,2021-02-04,9899043
England,,2021-02-05,10302620
England,,2021-02-06,10761539
England,,2021-02-07,10991365
England,,2021-02-08,11245053
England,,2021-02-09,11558880
England,,2021-02-10,11901827
England,,2021-02-11,12293207
England,,2021-02-12,12733865
England,,2021-02-13,13165548
England,,2021-02-14,13353631
England,,2021-02-15,13575245
England,,2021-02-16,13891042
England,,2021-02-17,14318115
England,,2021-02-18,14718938
England,,2021-02-19,15046635
England,,2021-02-20,15355176
England,,2021-02-21,15471509
England,,2021-02-22,15631937
England,,2021-02-23,15926415
England,,2021-02-24,16337561
England,,2021-02-25,16785841
England,,2021-02-26,17254844
England,,2021-02-27,17641792
England,,2021-02-28,17812739
England,,2021-03-01,17985951
England,,2021-03-02,18194919
England,,2021-03-03,18469922
England,,2021-03-04,18835355
England,,2021-03-05,19258271
England,,2021-03-06,19663577
England,,2021-03-07,19812818
England,,2021-03-08,20020354
England,,2021-03-09,20248632
England,,2021-03-10,20526312
England,,2021-03-11,20807385
England,,2021-03-12,21187615
England,,2021-03-13,21683887
England,,2021-03-14,21921282
England,,2021-03-15,22284040
England,,2021-03-16,22717791
England,,2021-03-17,23201466
England,,2021-03-18,23757540
England,,2021-03-19,24393759
England,,2021-03-20,25150632
England,,2021-03-21,25476409
England,,2021-03-22,25823406
England,,2021-03-23,26226604
England,,2021-03-24,26710498
England,,2021-03-25,27166754
England,,2021-03-26,27761724
England,,2021-03-27,28330452
England,,2021-03-28,28709906
England,,2021-03-29,29033640
England,,2021-03-30,29443531
England,,2021-03-31,29973324
England,,2021-04-01,30507732
England,,2021-04-02,30791767
England,,2021-04-03,31024182
England,,2021-04-04,31090290
England,,2021-04-05,31164176
England,,2021-04-06,31380938
England,,2021-04-07,31812141
England,,2021-04-08,32270892
England,,2021-04-09,32737372
England,,2021-04-10,33248869
England,,2021-04-11,33445922
England,,2021-04-12,33637546
England,,2021-04-13,33934639
England,,2021-04-14,34306139
Equatorial Guinea,GNQ,2021-03-16,6565
Equatorial Guinea,GNQ,2021-03-29,12155
Equatorial Guinea,GNQ,2021-04-01,14080
Estonia,EST,2020-12-28,207
Estonia,EST,2020-12-29,516
Estonia,EST,2020-12-30,884
Estonia,EST,2020-12-31,1907
Estonia,EST,2021-01-01,2487
Estonia,EST,2021-01-03,2517
Estonia,EST,2021-01-04,2535
Estonia,EST,2021-01-05,3188
Estonia,EST,2021-01-06,5009
Estonia,EST,2021-01-07,6632
Estonia,EST,2021-01-08,7973
Estonia,EST,2021-01-09,10197
Estonia,EST,2021-01-10,10749
Estonia,EST,2021-01-11,10972
Estonia,EST,2021-01-12,11896
Estonia,EST,2021-01-13,13481
Estonia,EST,2021-01-14,14879
Estonia,EST,2021-01-15,16677
Estonia,EST,2021-01-16,17959
Estonia,EST,2021-01-17,18179
Estonia,EST,2021-01-18,18275
Estonia,EST,2021-01-19,19315
Estonia,EST,2021-01-20,20478
Estonia,EST,2021-01-21,21985
Estonia,EST,2021-01-22,24196
Estonia,EST,2021-01-23,25704
Estonia,EST,2021-01-24,25964
Estonia,EST,2021-01-25,26126
Estonia,EST,2021-01-26,27180
Estonia,EST,2021-01-27,29594
Estonia,EST,2021-01-28,31629
Estonia,EST,2021-01-29,34019
Estonia,EST,2021-01-30,37230
Estonia,EST,2021-01-31,38055
Estonia,EST,2021-02-01,38594
Estonia,EST,2021-02-02,40217
Estonia,EST,2021-02-03,43000
Estonia,EST,2021-02-04,46194
Estonia,EST,2021-02-05,49798
Estonia,EST,2021-02-06,52868
Estonia,EST,2021-02-07,53424
Estonia,EST,2021-02-08,53481
Estonia,EST,2021-02-10,58261
Estonia,EST,2021-02-11,61757
Estonia,EST,2021-02-12,65798
Estonia,EST,2021-02-13,68146
Estonia,EST,2021-02-14,68436
Estonia,EST,2021-02-15,68497
Estonia,EST,2021-02-16,69313
Estonia,EST,2021-02-17,71722
Estonia,EST,2021-02-18,76075
Estonia,EST,2021-02-19,82370
Estonia,EST,2021-02-20,87147
Estonia,EST,2021-02-21,87957
Estonia,EST,2021-02-22,88790
Estonia,EST,2021-02-23,91785
Estonia,EST,2021-02-24,96515
Estonia,EST,2021-02-25,96980
Estonia,EST,2021-02-27,111039
Estonia,EST,2021-03-01,112809
Estonia,EST,2021-03-02,116276
Estonia,EST,2021-03-04,126848
Estonia,EST,2021-03-05,134504
Estonia,EST,2021-03-07,145394
Estonia,EST,2021-03-09,150080
Estonia,EST,2021-03-10,155175
Estonia,EST,2021-03-11,161693
Estonia,EST,2021-03-13,180400
Estonia,EST,2021-03-14,185912
Estonia,EST,2021-03-15,191207
Estonia,EST,2021-03-16,194844
Estonia,EST,2021-03-17,199394
Estonia,EST,2021-03-18,204831
Estonia,EST,2021-03-19,212261
Estonia,EST,2021-03-20,220882
Estonia,EST,2021-03-21,223166
Estonia,EST,2021-03-22,224511
Estonia,EST,2021-03-23,226994
Estonia,EST,2021-03-24,229921
Estonia,EST,2021-03-25,235600
Estonia,EST,2021-03-27,252278
Estonia,EST,2021-03-28,254683
Estonia,EST,2021-03-29,255219
Estonia,EST,2021-03-31,261089
Estonia,EST,2021-04-01,267061
Estonia,EST,2021-04-02,279012
Estonia,EST,2021-04-03,282946
Estonia,EST,2021-04-04,291801
Estonia,EST,2021-04-05,296031
Estonia,EST,2021-04-06,299020
Estonia,EST,2021-04-07,302626
Estonia,EST,2021-04-08,308633
Estonia,EST,2021-04-10,332207
Estonia,EST,2021-04-11,333835
Estonia,EST,2021-04-13,336062
Estonia,EST,2021-04-14,338922
Eswatini,SWZ,2021-03-30,0
Eswatini,SWZ,2021-04-05,20262
Eswatini,SWZ,2021-04-08,27601
Europe,,2020-12-15,28500
Europe,,2020-12-22,52000
Europe,,2020-12-23,52000
Europe,,2020-12-24,52000
Europe,,2020-12-25,52000
Europe,,2020-12-26,52000
Europe,,2020-12-27,108501
Europe,,2020-12-28,146833
Europe,,2020-12-29,237730
Europe,,2020-12-30,385568
Europe,,2020-12-31,494802
Europe,,2021-01-01,530211
Europe,,2021-01-02,1384946
Europe,,2021-01-03,2880479
Europe,,2021-01-04,3156654
Europe,,2021-01-05,3473294
Europe,,2021-01-06,3740620
Europe,,2021-01-07,4142320
Europe,,2021-01-08,4517780
Europe,,2021-01-09,4713442
Europe,,2021-01-10,6204918
Europe,,2021-01-11,6800127
Europe,,2021-01-12,7487555
Europe,,2021-01-13,8578004
Europe,,2021-01-14,9438272
Europe,,2021-01-15,10303567
Europe,,2021-01-16,10822486
Europe,,2021-01-17,11334461
Europe,,2021-01-18,12039826
Europe,,2021-01-19,12937057
Europe,,2021-01-20,13946508
Europe,,2021-01-21,15024642
Europe,,2021-01-22,16071211
Europe,,2021-01-23,16887360
Europe,,2021-01-24,17801107
Europe,,2021-01-25,18631750
Europe,,2021-01-26,19633162
Europe,,2021-01-27,20670468
Europe,,2021-01-28,21830057
Europe,,2021-01-29,22955046
Europe,,2021-01-30,23934466
Europe,,2021-01-31,24961443
Europe,,2021-02-01,25851325
Europe,,2021-02-02,26988150
Europe,,2021-02-03,28323974
Europe,,2021-02-04,29708168
Europe,,2021-02-05,30913961
Europe,,2021-02-06,31819373
Europe,,2021-02-07,32757766
Europe,,2021-02-08,33591376
Europe,,2021-02-09,34734404
Europe,,2021-02-10,38922664
Europe,,2021-02-11,40465100
Europe,,2021-02-12,41979385
Europe,,2021-02-13,42902507
Europe,,2021-02-14,44005550
Europe,,2021-02-15,44900233
Europe,,2021-02-16,45995857
Europe,,2021-02-17,47448013
Europe,,2021-02-18,49041818
Europe,,2021-02-19,50303387
Europe,,2021-02-20,51156703
Europe,,2021-02-21,52170113
Europe,,2021-02-22,53094364
Europe,,2021-02-23,54551585
Europe,,2021-02-24,56293064
Europe,,2021-02-25,57906382
Europe,,2021-02-26,59669811
Europe,,2021-02-27,60799616
Europe,,2021-02-28,62101801
Europe,,2021-03-01,64568526
Europe,,2021-03-02,65908602
Europe,,2021-03-03,67935713
Europe,,2021-03-04,70580967
Europe,,2021-03-05,72655818
Europe,,2021-03-06,74466196
Europe,,2021-03-07,76018782
Europe,,2021-03-08,77422776
Europe,,2021-03-09,79054249
Europe,,2021-03-10,81192149
Europe,,2021-03-11,83628076
Europe,,2021-03-12,85868536
Europe,,2021-03-13,87712058
Europe,,2021-03-14,89157024
Europe,,2021-03-15,90814619
Europe,,2021-03-16,92240492
Europe,,2021-03-17,94464665
Europe,,2021-03-18,96403319
Europe,,2021-03-19,98557156
Europe,,2021-03-20,100972402
Europe,,2021-03-21,102418124
Europe,,2021-03-22,104266548
Europe,,2021-03-23,106286322
Europe,,2021-03-24,108775872
Europe,,2021-03-25,111179603
Europe,,2021-03-26,114257575
Europe,,2021-03-27,116026440
Europe,,2021-03-28,117821867
Europe,,2021-03-29,122642973
Europe,,2021-03-30,124906625
Europe,,2021-03-31,128300874
Europe,,2021-04-01,131461626
Europe,,2021-04-02,133656947
Europe,,2021-04-03,135482233
Europe,,2021-04-04,137077369
Europe,,2021-04-05,138315752
Europe,,2021-04-06,140780774
Europe,,2021-04-07,144759704
Europe,,2021-04-08,148730026
Europe,,2021-04-09,152563773
Europe,,2021-04-10,155501289
Europe,,2021-04-11,157804342
Europe,,2021-04-12,160506701
Europe,,2021-04-13,163874158
Europe,,2021-04-14,167460383
Europe,,2021-04-15,170141659
European Union,,2020-12-27,56496
European Union,,2020-12-28,94224
European Union,,2020-12-29,184054
European Union,,2020-12-30,326590
European Union,,2020-12-31,435752
European Union,,2021-01-01,471155
European Union,,2021-01-02,577890
European Union,,2021-01-03,670988
European Union,,2021-01-04,947155
European Union,,2021-01-05,1260410
European Union,,2021-01-06,1518664
European Union,,2021-01-07,1913808
European Union,,2021-01-08,2280652
European Union,,2021-01-09,2476179
European Union,,2021-01-10,2689288
European Union,,2021-01-11,3117271
European Union,,2021-01-12,3575523
European Union,,2021-01-13,4167434
European Union,,2021-01-14,4688361
European Union,,2021-01-15,5200975
European Union,,2021-01-16,5419623
European Union,,2021-01-17,5738862
European Union,,2021-01-18,6230884
European Union,,2021-01-19,6775137
European Union,,2021-01-20,7379014
European Union,,2021-01-21,7991112
European Union,,2021-01-22,8518359
European Union,,2021-01-23,8796562
European Union,,2021-01-24,9218685
European Union,,2021-01-25,9707969
European Union,,2021-01-26,10317083
European Union,,2021-01-27,10935523
European Union,,2021-01-28,11607799
European Union,,2021-01-29,12191685
European Union,,2021-01-30,12553150
European Union,,2021-01-31,13224123
European Union,,2021-02-01,13750284
European Union,,2021-02-02,14429511
European Union,,2021-02-03,15201096
European Union,,2021-02-04,16038812
European Union,,2021-02-05,16706069
European Union,,2021-02-06,17054286
European Union,,2021-02-07,17674612
European Union,,2021-02-08,18137129
European Union,,2021-02-09,18840719
European Union,,2021-02-10,19500440
European Union,,2021-02-11,20488870
European Union,,2021-02-12,21228704
European Union,,2021-02-13,21637957
European Union,,2021-02-14,22310215
European Union,,2021-02-15,22907168
European Union,,2021-02-16,23601067
European Union,,2021-02-17,24478318
European Union,,2021-02-18,25530407
European Union,,2021-02-19,26370498
European Union,,2021-02-20,26875337
European Union,,2021-02-21,27703513
European Union,,2021-02-22,28395998
European Union,,2021-02-23,29158567
European Union,,2021-02-24,30292760
European Union,,2021-02-25,31291859
European Union,,2021-02-26,32464747
European Union,,2021-02-27,33114781
European Union,,2021-02-28,34172013
European Union,,2021-03-01,35007035
European Union,,2021-03-02,35993913
European Union,,2021-03-03,37307072
European Union,,2021-03-04,38867674
European Union,,2021-03-05,40073269
European Union,,2021-03-06,41114643
European Union,,2021-03-07,42367561
European Union,,2021-03-08,43426273
European Union,,2021-03-09,44658766
European Union,,2021-03-10,45940935
European Union,,2021-03-11,47702152
European Union,,2021-03-12,49182407
European Union,,2021-03-13,50200277
European Union,,2021-03-14,51214548
European Union,,2021-03-15,52368764
European Union,,2021-03-16,53219788
European Union,,2021-03-17,54594788
European Union,,2021-03-18,55704596
European Union,,2021-03-19,56747232
European Union,,2021-03-20,58187898
European Union,,2021-03-21,59105694
European Union,,2021-03-22,60488622
European Union,,2021-03-23,61910738
European Union,,2021-03-24,63668043
European Union,,2021-03-25,65398204
European Union,,2021-03-26,67655437
European Union,,2021-03-27,68735965
European Union,,2021-03-28,69976323
European Union,,2021-03-29,71580765
European Union,,2021-03-30,73061509
European Union,,2021-03-31,75448102
European Union,,2021-04-01,77605710
European Union,,2021-04-02,79221522
European Union,,2021-04-03,80476360
European Union,,2021-04-04,81786570
European Union,,2021-04-05,82758653
European Union,,2021-04-06,84578775
European Union,,2021-04-07,87245969
European Union,,2021-04-08,90237243
European Union,,2021-04-09,92979598
European Union,,2021-04-10,94912255
European Union,,2021-04-11,96746954
European Union,,2021-04-12,98990928
European Union,,2021-04-13,101586940
European Union,,2021-04-14,104097530
European Union,,2021-04-15,106520528
Faeroe Islands,FRO,2021-01-29,3994
Faeroe Islands,FRO,2021-02-06,4657
Faeroe Islands,FRO,2021-02-08,4783
Faeroe Islands,FRO,2021-02-10,5355
Faeroe Islands,FRO,2021-02-21,5682
Faeroe Islands,FRO,2021-02-23,6259
Faeroe Islands,FRO,2021-02-24,6713
Faeroe Islands,FRO,2021-03-03,7041
Faeroe Islands,FRO,2021-03-04,7394
Faeroe Islands,FRO,2021-03-05,7563
Faeroe Islands,FRO,2021-03-06,7925
Faeroe Islands,FRO,2021-03-08,8068
Faeroe Islands,FRO,2021-03-12,8832
Faeroe Islands,FRO,2021-03-16,8967
Faeroe Islands,FRO,2021-03-17,9170
Faeroe Islands,FRO,2021-03-18,9342
Faeroe Islands,FRO,2021-03-22,9427
Faeroe Islands,FRO,2021-03-26,9660
Faeroe Islands,FRO,2021-03-27,9959
Faeroe Islands,FRO,2021-03-30,10770
Faeroe Islands,FRO,2021-04-08,11494
Faeroe Islands,FRO,2021-04-12,12629
Faeroe Islands,FRO,2021-04-13,13131
Faeroe Islands,FRO,2021-04-14,13731
Faeroe Islands,FRO,2021-04-15,14305
Falkland Islands,FLK,2021-02-07,0
Falkland Islands,FLK,2021-02-15,1515
Falkland Islands,FLK,2021-02-22,1732
Falkland Islands,FLK,2021-03-26,2187
Falkland Islands,FLK,2021-04-07,4322
Fiji,FJI,2021-03-17,0
Fiji,FJI,2021-04-15,27705
Finland,FIN,2020-12-31,1767
Finland,FIN,2021-01-04,3604
Finland,FIN,2021-01-05,5445
Finland,FIN,2021-01-07,8155
Finland,FIN,2021-01-08,11135
Finland,FIN,2021-01-11,14196
Finland,FIN,2021-01-12,17617
Finland,FIN,2021-01-13,23126
Finland,FIN,2021-01-14,33033
Finland,FIN,2021-01-15,43143
Finland,FIN,2021-01-18,54568
Finland,FIN,2021-01-19,55824
Finland,FIN,2021-01-20,62061
Finland,FIN,2021-01-21,78300
Finland,FIN,2021-01-22,91260
Finland,FIN,2021-01-25,110651
Finland,FIN,2021-01-26,117007
Finland,FIN,2021-01-27,126910
Finland,FIN,2021-01-28,138323
Finland,FIN,2021-01-29,151790
Finland,FIN,2021-01-30,162277
Finland,FIN,2021-02-01,163760
Finland,FIN,2021-02-02,163973
Finland,FIN,2021-02-03,173372
Finland,FIN,2021-02-04,193917
Finland,FIN,2021-02-05,207303
Finland,FIN,2021-02-06,217844
Finland,FIN,2021-02-07,220116
Finland,FIN,2021-02-08,220636
Finland,FIN,2021-02-09,227427
Finland,FIN,2021-02-10,233775
Finland,FIN,2021-02-11,247536
Finland,FIN,2021-02-12,261342
Finland,FIN,2021-02-13,273115
Finland,FIN,2021-02-14,276469
Finland,FIN,2021-02-15,277186
Finland,FIN,2021-02-16,283926
Finland,FIN,2021-02-17,298189
Finland,FIN,2021-02-18,314100
Finland,FIN,2021-02-19,333631
Finland,FIN,2021-02-20,349139
Finland,FIN,2021-02-21,363938
Finland,FIN,2021-02-24,377441
Finland,FIN,2021-02-25,396861
Finland,FIN,2021-02-26,426806
Finland,FIN,2021-02-27,442671
Finland,FIN,2021-02-28,451999
Finland,FIN,2021-03-01,466538
Finland,FIN,2021-03-03,487619
Finland,FIN,2021-03-04,509187
Finland,FIN,2021-03-05,532902
Finland,FIN,2021-03-06,565456
Finland,FIN,2021-03-08,566387
Finland,FIN,2021-03-09,575749
Finland,FIN,2021-03-10,600476
Finland,FIN,2021-03-11,625039
Finland,FIN,2021-03-12,651289
Finland,FIN,2021-03-13,674128
Finland,FIN,2021-03-14,682945
Finland,FIN,2021-03-15,683782
Finland,FIN,2021-03-16,697411
Finland,FIN,2021-03-17,723154
Finland,FIN,2021-03-18,758780
Finland,FIN,2021-03-19,788536
Finland,FIN,2021-03-20,812039
Finland,FIN,2021-03-21,819654
Finland,FIN,2021-03-22,821334
Finland,FIN,2021-03-23,830412
Finland,FIN,2021-03-24,847501
Finland,FIN,2021-03-25,871543
Finland,FIN,2021-03-26,898208
Finland,FIN,2021-03-27,921123
Finland,FIN,2021-03-29,932253
Finland,FIN,2021-03-30,951354
Finland,FIN,2021-03-31,981534
Finland,FIN,2021-04-01,1020206
Finland,FIN,2021-04-02,1054985
Finland,FIN,2021-04-03,1061536
Finland,FIN,2021-04-04,1063590
Finland,FIN,2021-04-05,1063870
Finland,FIN,2021-04-06,1065419
Finland,FIN,2021-04-07,1083567
Finland,FIN,2021-04-08,1120653
Finland,FIN,2021-04-09,1160319
Finland,FIN,2021-04-10,1186035
Finland,FIN,2021-04-11,1219580
Finland,FIN,2021-04-12,1229239
Finland,FIN,2021-04-13,1293219
Finland,FIN,2021-04-15,1340701
France,FRA,2020-12-27,13
France,FRA,2020-12-28,52
France,FRA,2020-12-29,138
France,FRA,2020-12-30,237
France,FRA,2020-12-31,316
France,FRA,2021-01-01,325
France,FRA,2021-01-02,367
France,FRA,2021-01-03,441
France,FRA,2021-01-04,1800
France,FRA,2021-01-05,6744
France,FRA,2021-01-06,17064
France,FRA,2021-01-07,43282
France,FRA,2021-01-08,76022
France,FRA,2021-01-09,86315
France,FRA,2021-01-10,91629
France,FRA,2021-01-11,125412
France,FRA,2021-01-12,179119
France,FRA,2021-01-13,235786
France,FRA,2021-01-14,306206
France,FRA,2021-01-15,364846
France,FRA,2021-01-16,382326
France,FRA,2021-01-17,391910
France,FRA,2021-01-18,468073
France,FRA,2021-01-19,585735
France,FRA,2021-01-20,708973
France,FRA,2021-01-21,850380
France,FRA,2021-01-22,959716
France,FRA,2021-01-23,995147
France,FRA,2021-01-24,1003968
France,FRA,2021-01-25,1075045
France,FRA,2021-01-26,1171264
France,FRA,2021-01-27,1274711
France,FRA,2021-01-28,1396881
France,FRA,2021-01-29,1494643
France,FRA,2021-01-30,1525377
France,FRA,2021-01-31,1533630
France,FRA,2021-02-01,1609072
France,FRA,2021-02-02,1717385
France,FRA,2021-02-03,1825982
France,FRA,2021-02-04,1962126
France,FRA,2021-02-05,2077037
France,FRA,2021-02-06,2109641
France,FRA,2021-02-07,2120218
France,FRA,2021-02-08,2216826
France,FRA,2021-02-09,2356862
France,FRA,2021-02-10,2502935
France,FRA,2021-02-11,2686925
France,FRA,2021-02-12,2839817
France,FRA,2021-02-13,2883456
France,FRA,2021-02-14,2896472
France,FRA,2021-02-15,3014973
France,FRA,2021-02-16,3174936
France,FRA,2021-02-17,3329201
France,FRA,2021-02-18,3514014
France,FRA,2021-02-19,3668121
France,FRA,2021-02-20,3716619
France,FRA,2021-02-21,3726513
France,FRA,2021-02-22,3838375
France,FRA,2021-02-23,3974739
France,FRA,2021-02-24,4111784
France,FRA,2021-02-25,4298573
France,FRA,2021-02-26,4478500
France,FRA,2021-02-27,4550370
France,FRA,2021-02-28,4560861
France,FRA,2021-03-01,4675887
France,FRA,2021-03-02,4839444
France,FRA,2021-03-03,5016763
France,FRA,2021-03-04,5232095
France,FRA,2021-03-05,5484624
France,FRA,2021-03-06,5692974
France,FRA,2021-03-07,5807779
France,FRA,2021-03-08,5972593
France,FRA,2021-03-09,6197209
France,FRA,2021-03-10,6427037
France,FRA,2021-03-11,6722229
France,FRA,2021-03-12,7058746
France,FRA,2021-03-13,7292852
France,FRA,2021-03-14,7359596
France,FRA,2021-03-15,7552120
France,FRA,2021-03-17,7927771
France,FRA,2021-03-20,8573551
France,FRA,2021-03-21,8629076
France,FRA,2021-03-22,8834678
France,FRA,2021-03-23,9122922
France,FRA,2021-03-24,9420514
France,FRA,2021-03-25,9792674
France,FRA,2021-03-26,10185810
France,FRA,2021-03-27,10394243
France,FRA,2021-03-28,10453534
France,FRA,2021-03-29,10714250
France,FRA,2021-03-31,11386807
France,FRA,2021-04-01,11771461
France,FRA,2021-04-02,12139523
France,FRA,2021-04-03,12342546
France,FRA,2021-04-04,12405899
France,FRA,2021-04-05,12476935
France,FRA,2021-04-06,12789529
France,FRA,2021-04-07,13160752
France,FRA,2021-04-08,13636163
France,FRA,2021-04-09,14149194
France,FRA,2021-04-10,14444958
France,FRA,2021-04-11,14536712
France,FRA,2021-04-12,14894517
France,FRA,2021-04-13,15348439
France,FRA,2021-04-14,15776126
Gabon,GAB,2021-03-22,0
Gabon,GAB,2021-03-31,301
Gabon,GAB,2021-04-02,2433
Gabon,GAB,2021-04-09,3925
Gambia,GMB,2021-03-09,0
Gambia,GMB,2021-03-28,5345
Gambia,GMB,2021-04-06,12674
Gambia,GMB,2021-04-09,16735
Georgia,GEO,2021-03-14,0
Georgia,GEO,2021-03-29,4924
Georgia,GEO,2021-03-31,7822
Georgia,GEO,2021-04-05,11603
Georgia,GEO,2021-04-07,15693
Georgia,GEO,2021-04-09,17261
Georgia,GEO,2021-04-10,18287
Georgia,GEO,2021-04-12,20622
Georgia,GEO,2021-04-13,22090
Georgia,GEO,2021-04-14,23493
Georgia,GEO,2021-04-15,24917
Germany,DEU,2020-12-27,24296
Germany,DEU,2020-12-28,42679
Germany,DEU,2020-12-29,91661
Germany,DEU,2020-12-30,153493
Germany,DEU,2020-12-31,203164
Germany,DEU,2021-01-01,222435
Germany,DEU,2021-01-02,275294
Germany,DEU,2021-01-03,299445
Germany,DEU,2021-01-04,347795
Germany,DEU,2021-01-05,401254
Germany,DEU,2021-01-06,464252
Germany,DEU,2021-01-07,520457
Germany,DEU,2021-01-08,584025
Germany,DEU,2021-01-09,645250
Germany,DEU,2021-01-10,680388
Germany,DEU,2021-01-11,746931
Germany,DEU,2021-01-12,829860
Germany,DEU,2021-01-13,941236
Germany,DEU,2021-01-14,1024428
Germany,DEU,2021-01-15,1115175
Germany,DEU,2021-01-16,1172569
Germany,DEU,2021-01-17,1220185
Germany,DEU,2021-01-18,1302001
Germany,DEU,2021-01-19,1415686
Germany,DEU,2021-01-20,1547602
Germany,DEU,2021-01-21,1651928
Germany,DEU,2021-01-22,1753867
Germany,DEU,2021-01-23,1839498
Germany,DEU,2021-01-24,1888998
Germany,DEU,2021-01-25,1984979
Germany,DEU,2021-01-26,2084424
Germany,DEU,2021-01-27,2195438
Germany,DEU,2021-01-28,2286657
Germany,DEU,2021-01-29,2395201
